configuration_id,TARGET_CLASS,criterion,Coverage,Size,Length,MutationScore,Total_Goals,Covered_Goals,Lines,Covered_Lines,Total_Methods,Covered_Methods,Fitness_Evaluations,Total_Time,algorithm,ranking_type,crossover_rate,mutation_rate,search_budget,crossover_function,selection_function
RANK-SP,org.joda.time.format.DateTimeFormat,BRANCH,0.690631808278867,53,75,0.17252396166134185,459,278,36,151,36,35,7802,86394,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.format.DateTimeFormatter,BRANCH,0.5225225225225225,37,187,0.22633744855967078,111,56,50,96,49,46,3314,49274,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.format.DateTimeParserBucket,BRANCH,0.2815533980582524,11,28,0.10424710424710425,103,29,35,56,35,10,15260,43341,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.format.ISODateTimeFormat,BRANCH,0.5815384615384616,76,171,0.11532385466034756,325,190,119,190,119,60,5711,53784,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.format.PeriodFormatter,BRANCH,1.0,21,136,0.4222222222222222,33,33,19,60,19,19,1733,24969,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.tz.UTCProvider,BRANCH,1.0,3,6,0.75,4,4,3,6,3,3,50,7081,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.convert.DateConverter,BRANCH,1.0,2,5,1.0,3,3,3,4,3,3,50,13345,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.BasicFixedMonthChronology,BRANCH,0.8333333333333334,8,20,0.5020242914979757,24,16,15,25,15,11,5660,44353,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.BasicMonthOfYearDateTimeField,BRANCH,0.927536231884058,23,97,0.6779026217228464,69,63,18,122,18,16,8902,45234,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,BRANCH,0.9444444444444444,10,59,0.4909090909090909,18,17,13,23,13,12,26570,38904,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.BasicYearDateTimeField,BRANCH,0.9583333333333334,17,55,0.7378640776699029,24,22,19,40,19,17,33129,39073,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.EthiopicChronology,BRANCH,0.8055555555555556,8,17,0.4880952380952381,36,16,14,26,14,11,24210,39904,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.GJDayOfWeekDateTimeField,BRANCH,0.9090909090909091,6,42,0.6923076923076923,11,7,11,9,11,7,140600,38027,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.GJMonthOfYearDateTimeField,BRANCH,1.0,5,21,0.5,6,6,6,7,6,6,50,11374,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.JulianChronology,BRANCH,0.8636363636363636,10,24,0.36123348017621143,44,23,19,35,19,15,32261,38254,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.LimitChronology,BRANCH,0.008928571428571428,1,1,0.0,112,1,54,2,53,1,68804,37024,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.ZonedChronology,BRANCH,0.3161290322580645,36,137,0.0700152207001522,155,49,67,77,66,39,7853,41614,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.convert.CalendarConverter,BRANCH,0.8461538461538461,6,23,0.13333333333333333,13,11,5,22,5,5,25202,40335,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.DateTime,BRANCH,0.9529411764705882,117,338,0.5555555555555556,170,161,127,226,127,114,5762,55762,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.DateTimeUtils,BRANCH,0.6825396825396826,25,36,0.5333333333333333,63,43,31,95,31,31,5951,44684,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.format.DateTimeFormat,BRANCH,0.7037037037037037,48,77,0.11182108626198083,459,280,36,152,36,35,4130,108968,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.format.DateTimeFormatter,BRANCH,0.5405405405405406,38,183,0.23045267489711935,111,58,50,97,49,47,7547,45132,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.format.DateTimeParserBucket,BRANCH,0.2912621359223301,12,27,0.10424710424710425,103,30,35,58,35,10,14075,41588,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.format.ISODateTimeFormat,BRANCH,0.5230769230769231,67,113,0.061611374407582936,325,170,119,152,119,58,5022,48223,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.format.PeriodFormatter,BRANCH,1.0,18,92,0.4666666666666667,33,32,19,52,19,19,3212,16644,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.tz.UTCProvider,BRANCH,1.0,3,6,0.75,4,4,3,6,3,3,50,5347,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.convert.DateConverter,BRANCH,1.0,2,7,1.0,3,3,3,5,3,3,50,9846,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.BasicFixedMonthChronology,BRANCH,0.875,12,32,0.8380566801619433,24,19,15,27,15,13,4691,41941,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.BasicMonthOfYearDateTimeField,BRANCH,0.9130434782608695,20,77,0.6198501872659176,69,62,18,121,18,16,7463,46876,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField,BRANCH,0.8888888888888888,11,60,0.5363636363636364,18,15,13,20,13,11,11595,43927,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.BasicYearDateTimeField,BRANCH,0.9583333333333334,13,53,0.6116504854368932,24,22,19,37,19,14,25757,38435,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.EthiopicChronology,BRANCH,0.8611111111111112,8,19,0.48214285714285715,36,17,14,25,14,10,15549,40761,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.GJDayOfWeekDateTimeField,BRANCH,0.9090909090909091,6,37,0.3076923076923077,11,7,11,9,11,7,70764,41043,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.GJMonthOfYearDateTimeField,BRANCH,1.0,5,23,0.3333333333333333,6,6,6,7,6,6,50,10227,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.JulianChronology,BRANCH,0.8636363636363636,12,27,0.5154185022026432,44,27,19,38,19,16,20399,42265,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.LimitChronology,BRANCH,0.008928571428571428,1,1,0.0,112,1,54,2,53,1,28711,38819,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.chrono.ZonedChronology,BRANCH,0.2709677419354839,34,154,0.030441400304414,155,42,67,62,66,33,8312,43026,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.convert.CalendarConverter,BRANCH,0.7692307692307693,5,15,0.13333333333333333,13,10,5,20,5,5,30548,42193,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.DateTime,BRANCH,0.9529411764705882,122,373,0.6361111111111111,170,161,127,225,127,112,4844,53014,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.DateTimeUtils,BRANCH,0.6984126984126984,28,42,0.48148148148148145,63,43,31,93,31,31,9230,44038,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.format.DateTimeFormat,BRANCH,0.7189542483660131,55,86,0.1869009584664537,459,303,36,170,36,35,5119,98074,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.format.DateTimeFormatter,BRANCH,0.5405405405405406,37,179,0.3004115226337449,111,57,50,96,49,45,10040,49115,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.format.DateTimeParserBucket,BRANCH,0.17475728155339806,11,27,0.04633204633204633,103,18,35,24,35,6,20705,40758,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
RANK-SP,org.joda.time.format.ISODateTimeFormat,BRANCH,0.5753846153846154,75,160,0.10900473933649289,325,187,119,173,119,60,8362,49672,STANDARD_GA,PREFERENCE_SORTING,0.75,0.75,30,SP,RANK
